usage_id,user_id,tool_id,usage_date,sessions,prompts,minutes_used,tokens_used,tasks_completed
79098,1664,30,2026-01-14,10,50,293,79350,11
79099,1664,5,2026-02-27,8,130,129,233740,18
79100,1664,7,2025-03-18,12,82,198,122344,20
79101,1664,21,2026-03-28,10,73,231,60736,10
79102,1664,30,2025-07-19,10,67,129,73164,8
79103,1664,8,2025-11-23,10,57,249,80541,14
79104,1664,29,2025-01-08,6,83,261,152056,16
79105,1664,29,2025-03-31,6,60,303,118620,15
79106,1664,8,2025-07-20,5,75,192,65250,22
79107,1664,29,2026-05-06,4,99,229,137214,15
79108,1664,30,2025-09-14,12,57,138,87039,12
79109,1664,30,2026-04-24,10,118,245,123664,9
79110,1664,29,2026-01-08,5,45,194,57915,13
79111,1664,9,2025-09-02,7,126,169,231462,19
79112,1665,9,2025-08-26,1,6,9,972,1
79113,1665,16,2025-11-28,2,4,4,1132,0
79114,1665,14,2025-08-04,2,2,10,414,1
79115,1665,6,2026-04-27,2,6,18,1386,1
79116,1665,16,2026-01-04,2,4,4,1348,0
79117,1665,14,2025-08-09,1,3,5,636,1
79118,1665,17,2026-06-26,2,4,8,1008,2
79119,1666,3,2026-03-09,2,13,67,7124,1
79120,1666,3,2026-05-25,2,8,44,4112,2
79121,1666,18,2026-06-04,1,14,72,4634,4
79122,1666,3,2026-04-08,4,19,27,6498,4
79123,1666,21,2026-04-20,2,10,54,6750,3
79124,1666,4,2026-04-20,4,15,68,5370,3
79125,1666,4,2026-06-06,1,16,62,11040,2
79126,1666,4,2026-03-11,4,13,63,8021,2
79127,1666,20,2026-04-05,4,12,64,6936,5
79128,1666,19,2026-06-08,3,6,49,3888,4
79129,1666,3,2026-06-30,1,7,18,2513,1
79130,1666,2,2026-05-15,3,14,72,8876,2
79131,1666,2,2026-04-29,3,20,36,12720,5
79132,1666,22,2026-06-30,4,15,18,9150,3
79133,1666,18,2026-04-10,4,8,51,2536,2
79134,1666,1,2026-03-24,1,14,34,7714,4
79135,1666,1,2026-06-16,3,10,38,4910,4
79136,1666,21,2026-03-26,3,9,29,2943,2
79137,1666,21,2026-05-15,2,5,26,1750,2
79138,1666,9,2026-05-18,3,9,67,4311,3
79139,1666,19,2026-05-05,3,13,70,8385,3
79140,1666,2,2026-05-02,2,24,49,13536,4
79141,1666,3,2026-04-14,2,19,64,11001,3
79142,1666,3,2026-05-20,2,12,27,4548,2
79143,1666,22,2026-06-10,4,14,46,8904,2
79144,1666,21,2026-04-27,1,11,18,6721,2
79145,1666,2,2026-06-10,3,15,22,8340,3
79146,1666,3,2026-04-06,1,6,48,3930,4
79147,1666,2,2026-04-22,1,18,58,8514,5
79148,1666,25,2026-03-11,3,6,20,2262,5
79149,1666,1,2026-06-21,1,18,55,8334,5
79150,1666,3,2026-05-16,2,22,48,10120,1
79151,1666,5,2026-03-23,1,13,28,5798,3
79152,1666,1,2026-05-05,2,14,31,8722,4
79153,1666,25,2026-05-17,4,5,40,3205,2
79154,1666,2,2026-03-24,1,13,44,4108,1
79155,1666,22,2026-04-03,1,5,43,2970,5
79156,1666,3,2026-05-11,3,24,18,8736,4
79157,1666,3,2026-05-15,2,6,37,3270,5
79158,1666,18,2026-06-22,4,8,42,3000,3
79159,1666,23,2026-06-24,4,8,44,5192,4
79160,1666,4,2026-03-17,3,20,45,11120,5
79161,1666,21,2026-04-23,4,15,45,5955,4
79162,1666,1,2026-03-27,3,16,72,6864,1
79163,1666,3,2026-03-23,3,8,63,4376,4
79164,1667,5,2025-09-05,1,16,17,10288,5
79165,1667,26,2025-10-23,1,11,53,3421,3
79166,1667,15,2026-02-13,3,9,21,3321,3
79167,1667,28,2025-12-04,4,20,48,7860,5
79168,1667,8,2025-09-13,3,9,17,4275,1
79169,1667,26,2025-10-29,2,5,48,2615,2
79170,1667,28,2026-03-13,2,16,30,9488,4
79171,1667,12,2025-08-01,1,9,29,6201,1
79172,1667,6,2026-04-05,1,20,49,7420,2
79173,1667,28,2026-05-12,2,18,28,7578,1
79174,1667,8,2025-09-06,4,17,38,8874,1
79175,1667,7,2025-12-06,4,15,45,10035,1
79176,1667,12,2026-06-11,1,4,13,2764,5
79177,1667,6,2026-06-10,4,5,41,3305,3
79178,1667,7,2026-04-05,4,19,44,12407,4
79179,1667,9,2025-11-21,3,6,17,2508,4
79180,1667,6,2025-12-31,2,11,59,5478,2
79181,1667,13,2025-11-24,4,4,17,2440,5
79182,1667,14,2025-07-29,1,4,28,2536,3
79183,1667,6,2025-12-04,4,8,53,5112,1
79184,1667,11,2025-11-08,4,13,47,6461,1
79185,1667,5,2026-01-27,2,11,55,3861,3
79186,1667,28,2026-04-09,2,10,22,4530,2
79187,1667,26,2026-01-01,4,7,58,3171,2
79188,1667,28,2025-09-05,1,5,19,2945,1
79189,1667,26,2025-11-07,3,12,40,7596,3
79190,1667,28,2025-10-02,4,17,26,8908,1
79191,1667,8,2025-11-11,3,6,17,2352,3
79192,1667,27,2026-02-20,4,13,44,7904,5
79193,1667,5,2025-10-23,4,22,30,11242,1
79194,1667,27,2025-08-09,1,17,32,7786,3
79195,1667,13,2026-01-06,3,11,18,4103,2
79196,1667,14,2026-06-21,3,9,29,2754,2
79197,1667,15,2025-08-02,4,4,11,1768,5
79198,1667,17,2025-10-07,3,2,14,1054,4
79199,1667,6,2026-04-15,2,6,57,2460,5
79200,1667,17,2025-10-20,1,2,22,862,4
79201,1667,26,2026-06-12,1,17,37,7429,5
79202,1667,7,2026-06-15,3,20,29,13920,4
79203,1667,27,2025-12-16,3,11,27,4950,2
79204,1667,16,2026-02-10,1,10,10,3670,4
79205,1667,17,2025-10-09,1,8,13,4240,4
79206,1667,13,2026-06-09,3,4,19,2592,1
79207,1667,8,2026-04-06,1,6,18,2832,1
79208,1667,28,2025-07-10,1,6,52,2982,4
79209,1667,27,2026-06-30,4,17,50,5610,3
79210,1667,26,2025-09-16,1,12,57,4116,3
79211,1667,5,2026-03-30,4,17,39,6052,5
79212,1667,9,2025-10-05,4,14,65,6552,5
79213,1667,13,2026-01-01,4,9,14,2736,3
79214,1667,6,2025-11-04,1,7,30,3598,5
79215,1668,20,2026-06-12,2,15,68,8610,4
79216,1668,21,2025-10-12,1,11,47,7194,1
79217,1668,1,2025-06-24,1,19,26,10165,3
79218,1668,22,2026-02-08,2,9,54,4428,1
79219,1668,23,2025-04-23,4,9,41,5922,5
79220,1668,10,2026-06-19,3,18,46,8316,3
79221,1668,18,2025-07-27,1,18,60,9666,2
79222,1668,22,2025-06-28,1,13,52,8970,2
79223,1668,7,2025-12-15,2,7,37,4515,4
79224,1668,20,2025-11-13,1,7,54,4676,2
79225,1668,18,2025-10-21,4,21,21,11046,1
79226,1668,10,2026-02-13,1,18,41,10728,3
79227,1668,5,2026-02-18,1,20,20,7400,4
79228,1668,22,2025-06-16,3,8,48,4560,2
79229,1668,10,2026-02-21,4,16,21,5296,4
79230,1668,18,2025-10-30,3,12,26,3828,5
79231,1668,21,2025-10-05,4,12,36,7656,3
79232,1668,23,2025-11-25,4,10,46,5910,4
79233,1668,6,2025-10-05,3,6,38,3402,5
79234,1668,28,2026-06-08,1,5,45,1790,4
79235,1668,28,2026-04-21,2,16,45,5424,3
79236,1668,23,2025-05-14,4,11,23,5808,1
79237,1668,19,2026-03-14,4,24,39,14904,1
79238,1668,22,2025-08-04,3,9,51,5805,2
79239,1668,21,2025-05-22,1,12,41,6048,5
79240,1668,10,2025-05-20,1,14,29,7126,5
79241,1668,1,2026-05-08,4,19,57,10146,3
79242,1668,18,2026-02-15,2,6,21,3318,4
79243,1668,22,2026-02-07,4,4,18,1796,5
79244,1668,20,2025-09-08,3,12,55,7092,1
79245,1668,18,2025-11-17,2,19,45,9386,2
79246,1668,23,2026-03-01,1,9,48,4968,2
79247,1669,20,2026-05-08,1,6,20,1404,2
79248,1669,21,2026-05-23,2,4,18,816,0
79249,1669,1,2026-05-08,1,8,21,2560,1
79250,1669,4,2026-05-13,2,3,10,1044,1
79251,1669,4,2026-02-09,1,1,21,198,1
79252,1669,1,2026-03-03,1,2,24,512,1
79253,1669,2,2026-05-07,2,6,12,1890,2
79254,1669,4,2026-06-06,2,9,22,1350,2
79255,1669,1,2026-06-25,1,1,27,363,2
79256,1669,25,2026-02-07,1,3,13,639,1
79257,1670,19,2025-11-19,1,7,18,2457,0
79258,1670,18,2026-02-20,1,9,10,1458,2
79259,1670,22,2026-01-01,1,7,13,2037,0
79260,1670,20,2026-01-14,2,8,26,2936,0
79261,1670,20,2026-06-28,1,9,12,3384,2
79262,1670,19,2026-04-04,1,4,12,1452,2
79263,1670,11,2025-12-30,1,2,26,668,0
79264,1670,9,2026-01-05,2,2,17,670,0
79265,1670,4,2025-12-12,1,2,16,624,0
79266,1670,3,2025-12-31,1,7,13,2051,1
79267,1670,18,2026-03-09,1,4,30,876,2
79268,1670,2,2026-03-07,2,4,20,1152,0
79269,1670,20,2026-04-14,1,9,13,3060,1
79270,1670,20,2026-06-11,2,4,12,1560,0
79271,1670,19,2026-03-11,1,1,9,339,0
79272,1670,10,2026-04-13,1,5,10,1525,0
79273,1670,18,2026-01-27,2,7,14,2296,2
79274,1671,9,2025-10-27,2,9,6,3141,2
79275,1671,11,2026-05-19,2,2,19,750,1
79276,1671,25,2026-03-18,1,2,4,620,0
79277,1671,10,2025-08-14,1,5,19,755,0
79278,1671,9,2026-02-26,2,2,24,584,1
79279,1671,11,2025-10-11,1,1,8,208,0
79280,1671,25,2025-10-21,2,5,15,1540,0
79281,1671,19,2025-10-29,1,1,26,258,2
79282,1671,25,2025-10-03,2,2,6,794,2
79283,1671,6,2025-10-10,1,4,13,692,0
79284,1672,19,2026-01-09,3,52,134,41808,9
79285,1672,24,2025-10-08,5,22,64,15818,8
79286,1672,20,2025-08-02,4,32,104,21824,3
79287,1672,2,2025-09-13,2,18,74,11466,11
79288,1672,9,2026-03-04,4,19,73,13091,6
79289,1672,4,2025-02-27,4,19,85,19665,7
79290,1672,22,2025-12-24,5,29,50,26883,6
79291,1672,19,2026-01-12,3,44,140,22132,8
79292,1672,18,2025-08-16,2,50,120,38150,10
79293,1672,20,2025-09-11,3,31,76,36239,12
79294,1672,20,2025-02-19,6,57,96,62586,4
79295,1672,4,2025-09-20,5,18,76,9378,7
79296,1672,3,2026-05-10,2,55,60,47245,6
79297,1672,19,2026-05-06,2,24,158,27000,3
79298,1672,20,2025-04-14,7,49,171,54439,9
79299,1672,8,2026-04-13,6,25,45,18725,9
79300,1672,19,2025-09-18,2,42,57,32508,7
79301,1672,21,2025-12-07,2,17,130,14722,10
79302,1672,9,2026-05-29,3,40,65,41920,8
79303,1672,19,2026-04-22,5,38,129,34998,5
79304,1672,18,2026-02-17,7,51,150,29580,12
79305,1672,3,2025-05-19,3,58,74,38106,12
79306,1672,3,2025-10-21,7,37,98,41699,9
79307,1672,3,2025-07-08,6,43,84,48977,7
79308,1672,10,2025-04-18,2,33,101,36399,8
79309,1672,9,2025-08-07,4,49,60,40327,8
79310,1672,18,2025-10-23,7,30,114,15600,4
79311,1672,19,2026-05-10,7,25,154,28225,11
79312,1672,8,2025-11-14,4,23,49,19895,10
79313,1672,2,2026-05-05,3,45,121,27225,6
79314,1672,20,2025-04-27,5,19,91,13775,3
79315,1672,20,2025-04-12,6,21,72,19341,11
79316,1672,10,2025-10-06,7,51,92,42738,11
79317,1672,3,2025-05-21,5,26,82,23738,10
79318,1672,18,2025-03-12,5,54,98,27108,6
79319,1672,25,2025-09-27,4,32,112,16192,8
79320,1672,9,2025-02-01,3,29,143,15457,12
79321,1672,20,2025-07-24,3,32,50,23680,10
79322,1672,1,2025-12-01,2,38,135,41002,7
79323,1672,18,2025-04-18,3,30,144,35340,3
79324,1672,25,2025-09-04,7,25,68,20900,3
79325,1672,22,2025-06-04,2,17,120,14195,9
79326,1672,20,2025-08-24,2,42,103,25578,11
79327,1672,18,2025-10-21,6,46,109,36018,3
79328,1672,19,2026-03-20,6,45,116,33615,9
79329,1672,19,2025-06-08,7,22,146,24552,11
79330,1672,9,2025-10-24,5,51,123,34323,6
79331,1672,20,2025-07-22,5,21,138,17325,6
79332,1672,19,2026-06-03,2,56,144,49112,8
79333,1672,20,2026-01-19,2,49,122,36554,4
79334,1672,22,2025-10-06,3,42,45,31080,10
79335,1672,24,2026-01-26,3,24,61,22272,5
79336,1672,19,2025-11-30,4,33,102,33726,7
79337,1672,20,2025-08-26,7,43,105,44677,9
79338,1672,2,2025-02-04,6,22,99,13552,8
79339,1672,19,2025-04-28,5,49,120,35035,5
79340,1672,18,2026-02-28,6,21,134,16107,9
79341,1672,24,2025-03-05,4,34,95,38998,10
79342,1672,5,2025-08-11,7,29,111,26506,9
79343,1672,20,2026-02-02,5,58,90,60204,10
79344,1672,19,2025-04-16,2,48,68,49008,7
79345,1672,19,2025-11-29,5,55,94,36795,11
79346,1672,19,2026-06-17,7,33,48,20328,4
79347,1672,20,2026-05-04,5,54,96,32940,10
79348,1672,18,2025-08-12,5,40,110,22400,5
79349,1672,19,2026-04-20,6,60,114,42240,4
79350,1672,19,2025-03-29,5,33,129,25377,5
79351,1672,19,2026-02-24,3,56,94,48272,6
79352,1672,18,2026-06-18,3,55,159,47960,3
79353,1672,19,2026-03-29,3,60,127,36000,7
79354,1672,11,2026-01-22,6,23,167,14674,4
79355,1672,2,2025-03-05,4,32,81,24864,5
79356,1672,11,2025-06-30,7,44,131,52580,5
79357,1672,24,2025-08-23,7,12,88,7908,4
79358,1672,3,2026-05-29,7,37,163,33152,6
79359,1672,7,2025-07-02,2,31,69,29729,10
79360,1672,10,2025-11-17,3,44,127,41536,7
79361,1672,21,2026-05-25,4,38,62,26562,9
79362,1672,9,2025-12-26,7,31,158,33697,5
79363,1672,1,2026-01-26,3,18,122,18936,3
79364,1672,19,2026-04-13,4,27,82,24219,8
79365,1673,9,2026-03-10,3,8,66,3520,3
79366,1673,11,2025-12-25,3,21,26,13860,4
79367,1673,24,2025-12-02,4,4,12,1204,1
79368,1673,23,2025-10-11,3,11,37,4169,2
79369,1673,11,2025-10-11,4,12,47,4140,1
79370,1673,11,2026-04-01,1,9,64,3348,5
79371,1673,9,2025-10-29,4,17,56,10506,2
79372,1673,23,2026-05-14,2,11,18,6160,2
79373,1673,25,2026-02-02,4,8,15,3224,3
79374,1673,14,2025-09-28,3,9,23,5661,4
79375,1673,10,2025-08-14,3,23,29,12075,5
79376,1673,24,2025-11-11,3,11,30,4532,1
79377,1673,7,2025-08-12,4,7,46,2303,2
79378,1673,5,2026-03-16,1,18,35,12438,2
79379,1673,22,2025-12-10,2,11,24,5412,4
79380,1673,2,2025-08-28,3,14,49,9296,5
79381,1673,25,2025-09-11,4,16,20,7200,4
79382,1673,13,2026-06-27,4,6,34,2394,4
79383,1673,24,2025-12-05,4,13,19,7657,2
79384,1673,25,2025-10-12,1,10,28,6230,4
79385,1673,24,2026-01-29,2,10,17,4830,3
79386,1673,10,2026-05-27,4,20,56,9820,4
79387,1673,8,2026-05-05,3,13,37,8632,2
79388,1673,25,2025-08-06,4,4,28,1924,3
79389,1673,11,2026-04-21,4,8,40,3560,3
79390,1673,25,2025-09-06,2,7,35,3682,5
79391,1673,25,2026-01-19,2,10,36,3860,5
79392,1673,5,2025-12-27,4,13,30,8853,3
79393,1673,3,2026-06-26,2,8,57,4608,3
79394,1673,7,2025-09-05,4,16,30,6672,2
79395,1673,10,2025-08-05,1,23,54,11178,2
79396,1673,23,2025-09-14,2,17,35,5899,1
79397,1673,6,2025-08-23,1,12,64,3708,3
79398,1673,6,2026-04-07,3,8,16,4296,3
79399,1673,8,2026-03-06,3,11,28,5313,5
79400,1673,11,2025-08-31,3,5,63,2965,2
79401,1673,24,2026-01-08,3,8,16,3312,5
79402,1673,24,2025-12-19,3,5,15,2210,2
79403,1673,8,2025-10-15,1,12,33,4884,2
79404,1673,9,2026-06-08,4,8,65,5600,4
79405,1673,24,2026-01-05,2,8,36,4264,4
79406,1673,21,2026-06-16,2,13,52,5499,4
79407,1673,4,2026-06-25,2,18,56,12204,2
79408,1674,6,2026-01-21,4,20,64,13840,2
79409,1674,10,2026-01-29,3,14,23,4984,3
79410,1674,7,2026-06-01,2,15,44,7230,5
79411,1674,28,2026-01-31,4,17,17,8092,4
79412,1674,8,2026-04-28,3,15,33,6375,4
79413,1674,7,2026-03-11,3,13,40,5226,2
79414,1674,13,2026-01-27,2,9,23,3546,4
79415,1674,17,2026-05-23,4,4,11,1300,5
79416,1674,15,2026-01-04,1,3,16,1530,1
79417,1674,11,2026-04-21,3,23,20,9476,3
79418,1674,13,2026-03-06,4,7,35,4795,5
79419,1674,15,2026-03-17,2,4,41,1416,5
79420,1674,16,2025-12-23,3,7,22,3983,5
79421,1674,15,2025-12-18,1,7,18,2702,1
79422,1674,8,2026-01-16,1,11,28,6402,2
79423,1674,10,2026-04-13,1,12,23,5928,3
79424,1674,17,2026-05-15,4,8,9,2680,1
79425,1674,16,2026-02-28,2,4,7,2212,3
79426,1674,17,2025-12-28,2,6,19,4050,1
79427,1674,16,2026-02-19,4,9,27,3609,3
79428,1674,28,2026-05-22,3,17,47,6613,3
79429,1674,6,2025-12-24,3,14,46,5054,2
79430,1674,8,2026-02-15,4,20,64,7060,5
79431,1674,17,2026-02-12,2,4,13,1448,2
79432,1674,17,2026-06-07,2,4,11,1548,1
79433,1674,7,2025-12-18,3,18,38,8928,1
79434,1675,7,2026-04-19,4,12,55,5916,3
79435,1675,10,2026-04-21,3,19,35,8645,1
79436,1675,9,2026-06-18,3,19,48,8132,1
79437,1675,20,2026-03-19,1,24,24,10752,3
79438,1675,19,2026-06-30,2,21,68,11760,4
79439,1675,10,2026-04-19,4,10,29,5040,3
79440,1675,21,2026-06-27,1,11,51,6666,2
79441,1675,11,2026-05-30,3,13,49,4381,2
79442,1675,8,2026-04-23,2,19,57,11324,5
79443,1675,10,2026-06-01,4,6,18,2598,1
79444,1675,11,2026-05-08,1,23,26,12834,4
79445,1675,9,2026-03-03,2,23,66,13225,4
79446,1675,22,2026-04-05,3,16,44,6688,3
79447,1675,9,2026-02-07,2,5,26,2145,1
79448,1675,10,2026-03-30,3,5,55,2600,5
79449,1675,20,2026-05-01,3,16,57,10320,1
79450,1675,11,2026-01-29,1,5,33,2895,4
79451,1675,19,2026-06-07,4,24,62,10752,4
79452,1675,25,2026-04-26,3,10,29,3620,1
79453,1675,11,2026-04-11,2,12,29,7272,2
79454,1675,18,2026-03-15,2,22,70,10560,4
79455,1675,20,2026-03-06,3,15,26,8010,3
79456,1675,9,2026-02-19,1,14,50,4858,4
79457,1675,21,2026-04-29,1,9,23,2700,2
79458,1675,24,2026-04-15,2,8,28,3432,5
79459,1675,9,2026-04-26,2,19,39,11856,4
79460,1675,22,2026-03-24,4,7,49,4039,2
79461,1675,23,2026-06-20,1,16,45,10976,2
79462,1675,11,2026-02-25,1,11,29,4004,3
79463,1675,11,2026-06-16,1,8,50,5248,5
79464,1675,9,2026-04-24,1,17,35,10897,5
79465,1675,21,2026-06-07,1,7,51,2198,2
79466,1675,19,2026-05-04,4,6,55,2364,5
79467,1675,6,2026-04-25,4,22,52,10164,5
79468,1675,11,2026-04-23,2,13,59,6981,5
79469,1676,19,2026-04-20,2,6,16,2016,0
79470,1676,22,2026-06-03,2,2,6,604,0
79471,1676,10,2026-02-02,2,1,6,295,2
79472,1676,9,2026-02-15,2,9,27,1701,1
79473,1676,19,2026-01-30,1,8,6,1288,0
79474,1676,4,2026-05-20,1,2,7,742,2
79475,1677,4,2026-01-24,2,20,67,13840,5
79476,1677,8,2026-04-05,1,11,33,4422,5
79477,1677,23,2026-05-28,1,5,37,1600,5
79478,1677,8,2025-12-06,4,16,37,5760,3
79479,1677,18,2026-05-31,4,16,26,8448,3
79480,1677,4,2025-12-23,2,10,25,3140,3
79481,1677,1,2025-12-13,1,16,58,7744,4
79482,1677,4,2026-05-12,3,16,67,7744,2
79483,1677,19,2026-05-16,3,13,63,8827,1
79484,1677,2,2026-06-11,4,15,51,10500,4
79485,1677,4,2026-02-09,2,7,18,3675,5
79486,1677,2,2026-01-01,4,13,45,7839,2
79487,1677,3,2026-01-02,1,10,20,4660,2
79488,1677,23,2026-05-16,4,13,53,8658,5
79489,1677,22,2026-05-06,4,15,50,6915,1
79490,1677,21,2026-06-10,2,13,41,5031,5
79491,1677,8,2026-03-08,3,5,42,1915,4
79492,1677,3,2026-01-22,4,20,68,10020,3
79493,1677,1,2025-11-26,2,7,44,3178,5
79494,1677,9,2026-05-21,2,14,17,6440,5
79495,1677,10,2026-03-27,4,19,55,8911,1
79496,1677,4,2026-06-17,1,19,49,8721,5
79497,1677,2,2026-03-03,3,14,28,9240,4
79498,1677,1,2026-01-10,3,18,38,11592,4
79499,1677,4,2026-03-06,3,16,69,10016,3
79500,1677,4,2026-04-08,2,6,50,3864,1
79501,1677,2,2026-06-04,1,13,40,7696,1
79502,1677,1,2026-06-03,1,14,34,6482,2
79503,1677,4,2026-02-09,2,8,31,5432,5
79504,1677,3,2026-01-16,1,21,72,9030,3
79505,1678,27,2026-01-23,1,4,24,1540,0
79506,1678,28,2026-05-19,1,8,9,1824,1
79507,1678,7,2026-06-01,1,6,27,990,0
79508,1678,14,2025-11-25,2,3,4,699,1
79509,1678,15,2026-03-24,1,4,12,1480,2
79510,1678,26,2026-02-02,2,7,23,2205,1
79511,1678,27,2026-05-29,2,3,9,528,1
79512,1678,14,2026-01-13,2,5,4,780,0
79513,1678,27,2025-11-30,2,8,25,1664,0
79514,1678,14,2026-02-04,1,1,9,283,2
79515,1678,8,2026-02-27,1,7,25,1771,2
79516,1678,27,2026-03-04,1,1,19,364,0
79517,1678,28,2026-04-29,2,3,14,855,2
79518,1678,17,2026-04-08,2,3,6,1083,0
79519,1678,10,2026-01-04,2,5,21,1880,2
79520,1678,17,2026-01-12,2,2,4,642,2
79521,1678,28,2026-05-23,1,3,13,867,2
79522,1678,9,2026-02-20,1,5,28,1750,2
79523,1678,16,2026-02-27,1,3,7,909,2
79524,1679,9,2025-04-18,2,9,27,2655,2
79525,1679,25,2026-05-12,1,3,20,1065,0
79526,1679,9,2025-02-12,1,3,28,783,1
79527,1679,22,2025-12-28,1,3,7,1068,2
79528,1679,11,2026-06-23,2,4,24,688,2
79529,1679,7,2026-05-22,2,1,27,225,2
79530,1679,9,2025-03-04,1,4,19,612,1
79531,1679,21,2025-11-25,1,4,21,860,0
79532,1679,22,2025-10-25,2,5,22,1795,1
79533,1679,24,2026-05-06,1,3,13,1032,2
79534,1679,25,2026-03-07,1,4,6,812,0
79535,1679,24,2026-04-05,1,1,4,196,0
79536,1680,18,2026-06-29,7,133,261,220115,16
79537,1680,20,2026-03-15,8,141,142,270015,12
79538,1680,24,2026-05-03,4,57,198,54606,13
79539,1680,24,2026-02-20,12,73,73,135123,8
79540,1680,11,2026-05-14,6,69,235,70311,25
79541,1680,20,2026-01-31,10,74,225,76590,11
79542,1680,11,2026-01-12,5,69,221,64998,15
79543,1680,9,2026-01-24,6,106,220,131334,11
79544,1680,11,2026-06-24,4,67,319,109210,14
79545,1680,10,2026-06-10,9,94,105,149272,22
79546,1680,21,2026-05-19,4,55,163,45870,24
79547,1680,9,2025-11-16,8,65,165,122785,18
79548,1680,10,2025-11-08,10,133,172,156940,22
79549,1680,10,2026-03-15,6,64,121,52928,16
79550,1680,9,2025-12-31,7,98,144,129654,15
79551,1680,18,2026-03-24,12,132,276,255948,8
79552,1680,23,2025-12-05,8,43,101,47558,13
79553,1680,9,2026-02-11,8,106,304,96566,15
79554,1680,19,2025-12-07,11,129,190,251679,20
79555,1680,11,2025-12-02,11,131,189,253354,16
79556,1680,9,2026-03-28,11,90,318,135810,17
79557,1680,21,2026-01-05,8,69,259,76383,23
79558,1680,20,2026-05-17,11,128,217,164608,13
79559,1680,9,2025-10-21,12,94,341,177660,11
79560,1680,9,2026-05-05,12,75,141,76350,11
79561,1680,9,2026-03-06,10,59,242,85019,13
79562,1680,18,2026-01-28,6,78,222,64272,21
79563,1680,11,2026-06-23,12,100,325,199600,16
79564,1680,7,2026-05-15,10,73,286,117092,15
79565,1680,25,2025-09-19,7,34,219,30770,24
79566,1680,6,2025-11-12,10,89,211,118637,13
79567,1680,7,2026-04-05,10,83,180,130559,8
79568,1680,11,2025-12-10,10,114,105,180804,9
79569,1680,10,2026-04-10,6,89,127,86330,9
79570,1680,11,2025-11-17,10,90,156,115830,22
79571,1680,9,2025-11-30,12,123,182,245877,23
79572,1680,10,2026-02-08,10,100,254,148300,20
79573,1680,9,2025-11-17,4,114,320,129960,21
79574,1680,18,2026-05-24,8,88,331,124080,18
79575,1680,24,2025-12-21,8,76,211,144476,11
79576,1680,9,2025-11-14,10,46,127,84778,10
79577,1680,5,2026-04-29,9,49,144,79527,11
79578,1680,21,2026-04-14,5,42,169,37842,19
79579,1680,11,2025-12-02,6,73,335,115997,12
79580,1680,9,2026-05-25,8,92,241,95680,13
79581,1680,9,2025-09-19,6,47,167,79524,9
79582,1680,25,2026-06-03,12,74,224,127576,9
79583,1680,9,2025-10-24,8,124,259,148056,19
79584,1680,8,2026-02-15,8,77,281,119196,20
79585,1680,24,2025-10-28,8,45,103,45945,20
79586,1680,8,2026-03-27,6,118,231,182428,24
79587,1680,25,2025-12-28,10,73,162,102492,15
79588,1680,5,2026-02-10,12,75,210,88350,13
79589,1680,9,2025-12-26,9,46,292,59984,19
79590,1680,11,2026-02-22,11,133,143,153881,14
79591,1680,24,2026-04-29,12,42,189,83790,24
79592,1680,11,2026-05-20,11,105,118,128940,10
79593,1680,11,2026-03-04,4,121,117,210661,15
79594,1680,11,2026-06-02,4,111,103,182484,15
79595,1680,21,2026-04-14,10,61,169,61671,16
79596,1680,5,2025-10-09,7,102,322,125766,9
79597,1680,9,2026-04-13,12,93,162,119040,9
79598,1680,8,2025-11-24,7,122,295,220332,14
79599,1680,24,2026-04-12,5,39,228,70980,13
79600,1680,10,2026-05-26,5,80,165,159200,17
79601,1680,11,2026-04-30,7,62,157,62310,18
79602,1680,9,2026-02-11,7,95,158,98135,9
79603,1680,10,2026-04-14,12,112,206,168224,16
79604,1680,23,2025-12-13,6,47,204,87232,17
79605,1680,10,2025-11-13,5,108,192,110268,13
79606,1680,18,2026-02-09,5,127,121,173863,14
79607,1680,11,2026-01-25,7,78,169,124332,23
79608,1680,5,2026-06-24,6,112,254,223104,14
79609,1680,10,2026-04-24,11,116,135,105560,17
79610,1680,6,2025-09-28,6,110,130,101530,16
79611,1680,9,2025-10-07,9,95,326,123215,14
79612,1680,19,2025-10-01,4,132,264,146520,21
79613,1680,20,2026-02-13,10,111,219,214452,13
79614,1680,11,2025-09-21,12,47,302,54003,12
79615,1680,24,2025-12-30,8,92,207,135332,13
79616,1680,6,2026-03-26,5,96,292,80448,13
79617,1680,11,2025-10-24,12,111,150,139083,15
79618,1680,21,2026-05-04,8,76,138,115216,20
79619,1680,23,2026-01-02,12,93,112,151404,21
79620,1680,10,2026-03-10,4,113,112,224531,17
79621,1680,18,2026-01-27,10,98,136,190218,18
79622,1680,9,2026-05-11,9,136,201,197064,21
79623,1680,9,2026-05-27,11,136,250,226440,10
79624,1680,9,2026-04-10,5,111,175,95571,19
79625,1680,11,2026-04-01,7,110,110,161150,18
79626,1680,20,2026-01-04,8,141,248,227010,24
79627,1680,11,2025-11-02,10,135,225,155250,19
79628,1680,9,2025-09-29,6,120,219,183720,23
79629,1680,9,2026-02-28,8,129,267,200982,14
79630,1680,21,2026-01-26,4,107,240,101115,17
79631,1680,11,2026-04-11,10,48,127,52464,17
79632,1680,10,2026-04-26,11,81,243,124497,18
79633,1680,11,2026-06-02,10,105,151,187845,10
79634,1680,6,2026-04-16,12,105,199,118125,11
79635,1680,10,2026-01-30,5,80,157,92720,23
