payment_id,subscription_id,payment_date,amount,payment_status
4373,673,2026-02-04,149.99,Success
4374,673,2026-03-06,0.0,Failed
4375,673,2026-04-05,149.99,Success
4376,673,2026-05-05,149.99,Success
4377,673,2026-06-04,149.99,Success
4378,674,2025-09-27,9.99,Success
4379,674,2025-10-27,9.99,Success
4380,674,2025-11-26,9.99,Success
4381,674,2025-12-26,9.99,Success
4382,674,2026-01-25,0.0,Failed
4383,674,2026-02-24,9.99,Success
4384,674,2026-03-26,9.99,Success
4385,674,2026-04-25,9.99,Success
4386,674,2026-05-25,9.99,Success
4387,674,2026-06-24,9.99,Success
4388,675,2026-05-26,9.99,Success
4389,675,2026-06-25,9.99,Success
4390,676,2026-06-09,24.99,Success
4391,677,2026-06-02,24.99,Success
4392,678,2026-02-13,24.99,Success
4393,678,2026-03-15,24.99,Success
4394,678,2026-04-14,24.99,Success
4395,678,2026-05-14,24.99,Success
4396,678,2026-06-13,24.99,Success
4397,679,2026-04-09,9.99,Success
4398,679,2026-05-09,9.99,Success
4399,679,2026-06-08,9.99,Success
4400,680,2025-08-24,0.0,Failed
4401,680,2025-09-23,24.99,Success
4402,680,2025-10-23,24.99,Success
4403,680,2025-11-22,24.99,Success
4404,680,2025-12-22,24.99,Success
4405,681,2026-02-04,24.99,Success
4406,681,2026-03-06,0.0,Failed
4407,681,2026-04-05,24.99,Success
4408,681,2026-05-05,24.99,Success
4409,681,2026-06-04,24.99,Success
4410,682,2026-01-13,9.99,Success
4411,682,2026-02-12,9.99,Success
4412,682,2026-03-14,9.99,Success
4413,682,2026-04-13,9.99,Success
4414,682,2026-05-13,9.99,Success
4415,682,2026-06-12,9.99,Success
4416,683,2025-12-06,9.99,Success
4417,683,2026-01-05,9.99,Success
4418,683,2026-02-04,9.99,Success
4419,683,2026-03-06,9.99,Success
4420,683,2026-04-05,9.99,Success
4421,683,2026-05-05,9.99,Success
4422,683,2026-06-04,9.99,Success
4423,684,2025-04-05,9.99,Success
4424,684,2025-05-05,9.99,Success
4425,684,2025-06-04,9.99,Success
4426,684,2025-07-04,9.99,Success
4427,684,2025-08-03,9.99,Success
4428,684,2025-09-02,9.99,Success
4429,684,2025-10-02,9.99,Success
4430,684,2025-11-01,9.99,Success
4431,684,2025-12-01,9.99,Success
4432,684,2025-12-31,9.99,Success
4433,684,2026-01-30,9.99,Success
4434,684,2026-03-01,9.99,Success
4435,684,2026-03-31,9.99,Success
4436,684,2026-04-30,9.99,Success
4437,684,2026-05-30,0.0,Refunded
4438,684,2026-06-29,0.0,Refunded
4439,685,2025-08-06,9.99,Success
4440,685,2025-09-05,9.99,Success
4441,685,2025-10-05,9.99,Success
4442,685,2025-11-04,9.99,Success
4443,685,2025-12-04,0.0,Failed
4444,685,2026-01-03,9.99,Success
4445,685,2026-02-02,9.99,Success
4446,685,2026-03-04,9.99,Success
4447,685,2026-04-03,9.99,Success
4448,685,2026-05-03,9.99,Success
4449,685,2026-06-02,9.99,Success
4450,686,2026-02-27,24.99,Success
4451,686,2026-03-29,24.99,Success
4452,686,2026-04-28,24.99,Success
4453,686,2026-05-28,24.99,Success
4454,686,2026-06-27,24.99,Success
4455,687,2026-03-30,24.99,Success
4456,687,2026-04-29,24.99,Success
4457,687,2026-05-29,24.99,Success
4458,687,2026-06-28,0.0,Refunded
4459,688,2025-10-02,9.99,Success
4460,688,2025-11-01,9.99,Success
4461,688,2025-12-01,9.99,Success
4462,688,2025-12-31,9.99,Success
4463,688,2026-01-30,9.99,Success
4464,688,2026-03-01,0.0,Failed
4465,688,2026-03-31,0.0,Refunded
4466,688,2026-04-30,9.99,Success
4467,688,2026-05-30,9.99,Success
4468,688,2026-06-29,9.99,Success
4469,689,2025-11-25,24.99,Success
4470,689,2025-12-25,24.99,Success
4471,689,2026-01-24,24.99,Success
4472,689,2026-02-23,24.99,Success
4473,689,2026-03-25,24.99,Success
4474,689,2026-04-24,24.99,Success
4475,689,2026-05-24,24.99,Success
4476,689,2026-06-23,24.99,Success
4477,690,2026-03-19,24.99,Success
4478,690,2026-04-18,24.99,Success
4479,690,2026-05-18,24.99,Success
4480,690,2026-06-17,0.0,Failed
4481,691,2026-04-10,59.99,Success
4482,691,2026-05-10,59.99,Success
4483,691,2026-06-09,59.99,Success
4484,692,2026-03-17,0.0,Failed
4485,692,2026-04-16,9.99,Success
4486,692,2026-05-16,9.99,Success
4487,692,2026-06-15,9.99,Success
4488,693,2025-12-25,24.99,Success
4489,693,2026-01-24,24.99,Success
4490,693,2026-02-23,24.99,Success
4491,693,2026-03-25,24.99,Success
4492,693,2026-04-24,24.99,Success
4493,693,2026-05-24,24.99,Success
4494,693,2026-06-23,24.99,Success
4495,694,2026-06-11,59.99,Success
4496,695,2025-07-22,24.99,Success
4497,695,2025-08-21,24.99,Success
4498,695,2025-09-20,24.99,Success
4499,695,2025-10-20,24.99,Success
4500,695,2025-11-19,24.99,Success
4501,695,2025-12-19,24.99,Success
4502,695,2026-01-18,24.99,Success
4503,695,2026-02-17,24.99,Success
4504,695,2026-03-19,24.99,Success
4505,695,2026-04-18,24.99,Success
4506,695,2026-05-18,24.99,Success
4507,695,2026-06-17,24.99,Success
4508,696,2025-11-06,24.99,Success
4509,696,2025-12-06,24.99,Success
4510,696,2026-01-05,24.99,Success
4511,696,2026-02-04,24.99,Success
4512,696,2026-03-06,24.99,Success
4513,696,2026-04-05,24.99,Success
4514,696,2026-05-05,24.99,Success
4515,696,2026-06-04,24.99,Success
4516,697,2026-02-16,9.99,Success
4517,697,2026-03-18,9.99,Success
4518,697,2026-04-17,9.99,Success
4519,697,2026-05-17,9.99,Success
4520,697,2026-06-16,9.99,Success
4521,698,2026-01-13,9.99,Success
4522,698,2026-02-12,9.99,Success
4523,698,2026-03-14,0.0,Failed
4524,698,2026-04-13,9.99,Success
4525,698,2026-05-13,9.99,Success
4526,698,2026-06-12,0.0,Failed
4527,699,2025-12-09,59.99,Success
4528,699,2026-01-08,59.99,Success
4529,699,2026-02-07,59.99,Success
4530,699,2026-03-09,59.99,Success
4531,699,2026-04-08,59.99,Success
4532,699,2026-05-08,59.99,Success
4533,699,2026-06-07,59.99,Success
4534,700,2026-04-13,9.99,Success
4535,700,2026-05-13,9.99,Success
4536,700,2026-06-12,0.0,Failed
4537,701,2025-12-23,9.99,Success
4538,701,2026-01-22,9.99,Success
4539,701,2026-02-21,9.99,Success
4540,701,2026-03-23,9.99,Success
4541,701,2026-04-22,9.99,Success
4542,701,2026-05-22,9.99,Success
4543,701,2026-06-21,9.99,Success
4544,702,2025-07-05,149.99,Success
4545,702,2025-08-04,149.99,Success
4546,702,2025-09-03,149.99,Success
4547,702,2025-10-03,0.0,Failed
4548,702,2025-11-02,149.99,Success
4549,702,2025-12-02,149.99,Success
4550,702,2026-01-01,149.99,Success
4551,702,2026-01-31,149.99,Success
4552,702,2026-03-02,0.0,Refunded
4553,702,2026-04-01,149.99,Success
4554,702,2026-05-01,149.99,Success
4555,702,2026-05-31,149.99,Success
4556,702,2026-06-30,149.99,Success
4557,703,2025-10-10,149.99,Success
4558,703,2025-11-09,149.99,Success
4559,703,2025-12-09,149.99,Success
4560,703,2026-01-08,149.99,Success
4561,703,2026-02-07,149.99,Success
4562,703,2026-03-09,149.99,Success
4563,703,2026-04-08,149.99,Success
4564,703,2026-05-08,149.99,Success
4565,703,2026-06-07,149.99,Success
4566,704,2025-12-10,24.99,Success
4567,704,2026-01-09,0.0,Failed
4568,704,2026-02-08,24.99,Success
4569,704,2026-03-10,24.99,Success
4570,704,2026-04-09,24.99,Success
4571,704,2026-05-09,24.99,Success
4572,704,2026-06-08,24.99,Success
4573,705,2025-01-19,24.99,Success
4574,705,2025-02-18,24.99,Success
4575,705,2025-03-20,24.99,Success
4576,705,2025-04-19,24.99,Success
4577,706,2026-03-03,24.99,Success
4578,706,2026-04-02,24.99,Success
4579,706,2026-05-02,24.99,Success
4580,706,2026-06-01,0.0,Failed
4581,707,2026-01-26,24.99,Success
4582,707,2026-02-25,24.99,Success
4583,707,2026-03-27,24.99,Success
4584,707,2026-04-26,24.99,Success
4585,707,2026-05-26,24.99,Success
4586,707,2026-06-25,24.99,Success
4587,708,2025-07-04,9.99,Success
4588,708,2025-08-03,9.99,Success
4589,708,2025-09-02,9.99,Success
4590,708,2025-10-02,9.99,Success
4591,708,2025-11-01,9.99,Success
4592,708,2025-12-01,9.99,Success
4593,708,2025-12-31,9.99,Success
4594,708,2026-01-30,9.99,Success
4595,708,2026-03-01,9.99,Success
4596,708,2026-03-31,0.0,Failed
4597,708,2026-04-30,9.99,Success
4598,708,2026-05-30,9.99,Success
4599,708,2026-06-29,9.99,Success
4600,709,2026-03-25,0.0,Refunded
4601,709,2026-04-24,24.99,Success
4602,709,2026-05-24,24.99,Success
4603,709,2026-06-23,24.99,Success
4604,710,2025-07-13,9.99,Success
4605,710,2025-08-12,9.99,Success
4606,710,2025-09-11,9.99,Success
4607,710,2025-10-11,9.99,Success
4608,710,2025-11-10,9.99,Success
4609,710,2025-12-10,9.99,Success
4610,710,2026-01-09,9.99,Success
4611,710,2026-02-08,9.99,Success
4612,710,2026-03-10,9.99,Success
4613,710,2026-04-09,9.99,Success
4614,710,2026-05-09,9.99,Success
4615,710,2026-06-08,9.99,Success
4616,711,2025-07-26,9.99,Success
4617,711,2025-08-25,9.99,Success
4618,711,2025-09-24,9.99,Success
4619,711,2025-10-24,9.99,Success
4620,711,2025-11-23,9.99,Success
4621,711,2025-12-23,9.99,Success
4622,711,2026-01-22,9.99,Success
4623,711,2026-02-21,9.99,Success
4624,711,2026-03-23,9.99,Success
4625,711,2026-04-22,9.99,Success
4626,711,2026-05-22,9.99,Success
4627,711,2026-06-21,9.99,Success
4628,712,2026-02-09,9.99,Success
4629,712,2026-03-11,0.0,Failed
4630,712,2026-04-10,9.99,Success
4631,712,2026-05-10,9.99,Success
4632,712,2026-06-09,9.99,Success
4633,713,2025-10-22,59.99,Success
4634,713,2025-11-21,59.99,Success
4635,713,2025-12-21,59.99,Success
4636,713,2026-01-20,0.0,Failed
4637,713,2026-02-19,59.99,Success
4638,713,2026-03-21,59.99,Success
4639,713,2026-04-20,59.99,Success
4640,713,2026-05-20,59.99,Success
4641,713,2026-06-19,0.0,Failed
4642,714,2025-09-24,24.99,Success
4643,714,2025-10-24,24.99,Success
4644,714,2025-11-23,24.99,Success
4645,714,2025-12-23,24.99,Success
4646,714,2026-01-22,24.99,Success
4647,714,2026-02-21,24.99,Success
4648,714,2026-03-23,24.99,Success
4649,714,2026-04-22,24.99,Success
4650,714,2026-05-22,24.99,Success
4651,714,2026-06-21,24.99,Success
4652,715,2025-08-02,24.99,Success
4653,715,2025-09-01,24.99,Success
4654,715,2025-10-01,24.99,Success
4655,715,2025-10-31,24.99,Success
4656,715,2025-11-30,24.99,Success
4657,715,2025-12-30,24.99,Success
4658,715,2026-01-29,24.99,Success
4659,715,2026-02-28,24.99,Success
4660,715,2026-03-30,24.99,Success
4661,715,2026-04-29,24.99,Success
4662,715,2026-05-29,24.99,Success
4663,715,2026-06-28,24.99,Success
4664,716,2026-06-02,9.99,Success
4665,717,2025-11-11,59.99,Success
4666,717,2025-12-11,0.0,Failed
4667,717,2026-01-10,59.99,Success
4668,717,2026-02-09,59.99,Success
4669,717,2026-03-11,59.99,Success
4670,717,2026-04-10,59.99,Success
4671,717,2026-05-10,59.99,Success
4672,718,2026-01-17,24.99,Success
4673,718,2026-02-16,24.99,Success
4674,718,2026-03-18,24.99,Success
4675,718,2026-04-17,24.99,Success
4676,718,2026-05-17,0.0,Refunded
4677,718,2026-06-16,24.99,Success
4678,719,2025-12-07,9.99,Success
4679,719,2026-01-06,9.99,Success
4680,719,2026-02-05,9.99,Success
4681,719,2026-03-07,9.99,Success
4682,719,2026-04-06,9.99,Success
4683,719,2026-05-06,9.99,Success
4684,719,2026-06-05,9.99,Success
4685,720,2025-10-01,24.99,Success
4686,720,2025-10-31,24.99,Success
4687,720,2025-11-30,24.99,Success
4688,720,2025-12-30,0.0,Failed
4689,720,2026-01-29,24.99,Success
4690,720,2026-02-28,24.99,Success
4691,720,2026-03-30,0.0,Failed
4692,720,2026-04-29,24.99,Success
4693,720,2026-05-29,24.99,Success
4694,720,2026-06-28,24.99,Success
4695,721,2025-05-22,9.99,Success
4696,721,2025-06-21,0.0,Failed
4697,721,2025-07-21,9.99,Success
4698,721,2025-08-20,9.99,Success
4699,721,2025-09-19,0.0,Failed
4700,721,2025-10-19,9.99,Success
4701,721,2025-11-18,9.99,Success
4702,721,2025-12-18,9.99,Success
4703,721,2026-01-17,9.99,Success
4704,721,2026-02-16,9.99,Success
4705,721,2026-03-18,9.99,Success
4706,721,2026-04-17,9.99,Success
4707,721,2026-05-17,9.99,Success
4708,721,2026-06-16,9.99,Success
4709,722,2025-12-11,24.99,Success
4710,722,2026-01-10,24.99,Success
4711,722,2026-02-09,24.99,Success
4712,722,2026-03-11,24.99,Success
4713,722,2026-04-10,24.99,Success
4714,722,2026-05-10,24.99,Success
4715,722,2026-06-09,24.99,Success
4716,723,2025-07-22,9.99,Success
4717,723,2025-08-21,9.99,Success
4718,723,2025-09-20,9.99,Success
4719,723,2025-10-20,9.99,Success
4720,723,2025-11-19,9.99,Success
4721,723,2025-12-19,9.99,Success
4722,723,2026-01-18,9.99,Success
4723,723,2026-02-17,9.99,Success
4724,723,2026-03-19,9.99,Success
4725,723,2026-04-18,9.99,Success
4726,723,2026-05-18,9.99,Success
4727,723,2026-06-17,9.99,Success
4728,724,2026-03-10,9.99,Success
4729,724,2026-04-09,9.99,Success
4730,724,2026-05-09,9.99,Success
4731,724,2026-06-08,9.99,Success
4732,725,2025-12-12,9.99,Success
4733,725,2026-01-11,9.99,Success
4734,725,2026-02-10,9.99,Success
4735,725,2026-03-12,9.99,Success
4736,725,2026-04-11,9.99,Success
4737,725,2026-05-11,9.99,Success
4738,725,2026-06-10,9.99,Success
4739,726,2026-03-05,24.99,Success
4740,726,2026-04-04,24.99,Success
4741,726,2026-05-04,24.99,Success
4742,726,2026-06-03,24.99,Success
4743,727,2026-05-18,9.99,Success
4744,727,2026-06-17,9.99,Success
4745,728,2026-06-03,9.99,Success
4746,729,2026-03-25,59.99,Success
4747,729,2026-04-24,59.99,Success
4748,729,2026-05-24,0.0,Failed
4749,729,2026-06-23,59.99,Success
4750,730,2026-06-06,24.99,Success
4751,731,2026-01-21,24.99,Success
4752,731,2026-02-20,24.99,Success
4753,731,2026-03-22,24.99,Success
4754,731,2026-04-21,24.99,Success
4755,731,2026-05-21,24.99,Success
4756,731,2026-06-20,24.99,Success
4757,732,2026-04-12,59.99,Success
4758,732,2026-05-12,59.99,Success
4759,732,2026-06-11,59.99,Success
4760,733,2025-11-03,59.99,Success
4761,733,2025-12-03,59.99,Success
4762,733,2026-01-02,59.99,Success
4763,733,2026-02-01,59.99,Success
4764,733,2026-03-03,59.99,Success
4765,733,2026-04-02,59.99,Success
4766,733,2026-05-02,59.99,Success
4767,733,2026-06-01,59.99,Success
4768,734,2025-07-07,59.99,Success
4769,734,2025-08-06,59.99,Success
4770,734,2025-09-05,59.99,Success
4771,734,2025-10-05,59.99,Success
4772,734,2025-11-04,59.99,Success
4773,734,2025-12-04,59.99,Success
4774,734,2026-01-03,59.99,Success
4775,734,2026-02-02,59.99,Success
4776,734,2026-03-04,59.99,Success
4777,734,2026-04-03,0.0,Refunded
4778,734,2026-05-03,59.99,Success
4779,734,2026-06-02,59.99,Success
4780,735,2026-02-10,9.99,Success
4781,735,2026-03-12,9.99,Success
4782,735,2026-04-11,9.99,Success
4783,735,2026-05-11,9.99,Success
4784,735,2026-06-10,9.99,Success
4785,736,2025-11-23,0.0,Failed
4786,736,2025-12-23,0.0,Refunded
4787,736,2026-01-22,149.99,Success
4788,736,2026-02-21,149.99,Success
4789,736,2026-03-23,149.99,Success
4790,736,2026-04-22,149.99,Success
4791,736,2026-05-22,149.99,Success
4792,736,2026-06-21,149.99,Success
4793,737,2026-04-01,59.99,Success
4794,737,2026-05-01,59.99,Success
4795,737,2026-05-31,59.99,Success
4796,737,2026-06-30,0.0,Failed
4797,738,2025-07-03,59.99,Success
4798,738,2025-08-02,59.99,Success
4799,738,2025-09-01,59.99,Success
4800,738,2025-10-01,0.0,Refunded
4801,738,2025-10-31,59.99,Success
4802,738,2025-11-30,59.99,Success
4803,738,2025-12-30,59.99,Success
4804,738,2026-01-29,59.99,Success
4805,738,2026-02-28,59.99,Success
4806,738,2026-03-30,59.99,Success
4807,738,2026-04-29,59.99,Success
4808,738,2026-05-29,59.99,Success
4809,738,2026-06-28,59.99,Success
4810,739,2025-05-19,9.99,Success
4811,739,2025-06-18,9.99,Success
4812,739,2025-07-18,0.0,Failed
4813,739,2025-08-17,9.99,Success
4814,739,2025-09-16,9.99,Success
4815,739,2025-10-16,9.99,Success
4816,739,2025-11-15,9.99,Success
4817,739,2025-12-15,9.99,Success
4818,739,2026-01-14,9.99,Success
4819,739,2026-02-13,9.99,Success
4820,739,2026-03-15,9.99,Success
4821,739,2026-04-14,9.99,Success
4822,739,2026-05-14,9.99,Success
4823,739,2026-06-13,9.99,Success
4824,740,2025-07-09,24.99,Success
4825,740,2025-08-08,24.99,Success
4826,740,2025-09-07,24.99,Success
4827,740,2025-10-07,24.99,Success
4828,740,2025-11-06,24.99,Success
4829,740,2025-12-06,24.99,Success
4830,740,2026-01-05,24.99,Success
4831,740,2026-02-04,24.99,Success
4832,740,2026-03-06,24.99,Success
4833,740,2026-04-05,0.0,Failed
4834,740,2026-05-05,24.99,Success
4835,740,2026-06-04,24.99,Success
4836,741,2025-02-16,9.99,Success
4837,741,2025-03-18,9.99,Success
4838,741,2025-04-17,9.99,Success
4839,741,2025-05-17,9.99,Success
4840,741,2025-06-16,9.99,Success
4841,741,2025-07-16,0.0,Failed
4842,741,2025-08-15,9.99,Success
4843,741,2025-09-14,9.99,Success
4844,741,2025-10-14,9.99,Success
4845,741,2025-11-13,9.99,Success
4846,741,2025-12-13,0.0,Refunded
4847,741,2026-01-12,9.99,Success
4848,741,2026-02-11,9.99,Success
4849,741,2026-03-13,9.99,Success
4850,741,2026-04-12,9.99,Success
4851,741,2026-05-12,9.99,Success
4852,741,2026-06-11,9.99,Success
4853,742,2026-01-15,9.99,Success
4854,742,2026-02-14,9.99,Success
4855,742,2026-03-16,9.99,Success
4856,742,2026-04-15,9.99,Success
4857,742,2026-05-15,9.99,Success
4858,742,2026-06-14,9.99,Success
4859,743,2026-04-25,9.99,Success
4860,743,2026-05-25,9.99,Success
4861,743,2026-06-24,9.99,Success
4862,744,2026-03-31,9.99,Success
4863,744,2026-04-30,9.99,Success
4864,744,2026-05-30,9.99,Success
4865,744,2026-06-29,9.99,Success
4866,745,2025-08-21,9.99,Success
4867,745,2025-09-20,9.99,Success
4868,745,2025-10-20,9.99,Success
4869,745,2025-11-19,9.99,Success
4870,745,2025-12-19,9.99,Success
4871,745,2026-01-18,9.99,Success
4872,745,2026-02-17,9.99,Success
4873,745,2026-03-19,9.99,Success
4874,745,2026-04-18,9.99,Success
4875,745,2026-05-18,9.99,Success
4876,745,2026-06-17,9.99,Success
4877,746,2026-03-07,149.99,Success
4878,746,2026-04-06,149.99,Success
4879,746,2026-05-06,149.99,Success
4880,746,2026-06-05,149.99,Success
4881,747,2025-05-27,9.99,Success
4882,747,2025-06-26,9.99,Success
4883,747,2025-07-26,9.99,Success
4884,747,2025-08-25,9.99,Success
4885,747,2025-09-24,9.99,Success
4886,747,2025-10-24,9.99,Success
4887,748,2025-07-16,9.99,Success
4888,748,2025-08-15,9.99,Success
4889,748,2025-09-14,9.99,Success
4890,748,2025-10-14,9.99,Success
4891,749,2025-05-29,24.99,Success
4892,749,2025-06-28,24.99,Success
4893,749,2025-07-28,24.99,Success
4894,749,2025-08-27,24.99,Success
4895,749,2025-09-26,24.99,Success
4896,749,2025-10-26,24.99,Success
4897,749,2025-11-25,24.99,Success
4898,749,2025-12-25,0.0,Failed
4899,749,2026-01-24,24.99,Success
4900,749,2026-02-23,24.99,Success
4901,749,2026-03-25,24.99,Success
4902,749,2026-04-24,24.99,Success
4903,749,2026-05-24,0.0,Failed
4904,749,2026-06-23,24.99,Success
4905,750,2025-10-14,9.99,Success
4906,750,2025-11-13,9.99,Success
4907,750,2025-12-13,9.99,Success
4908,750,2026-01-12,9.99,Success
4909,750,2026-02-11,9.99,Success
4910,750,2026-03-13,9.99,Success
4911,750,2026-04-12,9.99,Success
4912,750,2026-05-12,9.99,Success
4913,750,2026-06-11,9.99,Success
4914,751,2026-02-04,24.99,Success
4915,751,2026-03-06,24.99,Success
4916,751,2026-04-05,24.99,Success
4917,751,2026-05-05,24.99,Success
4918,751,2026-06-04,24.99,Success
4919,752,2026-04-21,9.99,Success
4920,752,2026-05-21,9.99,Success
4921,752,2026-06-20,9.99,Success
4922,753,2026-02-23,59.99,Success
4923,753,2026-03-25,59.99,Success
4924,753,2026-04-24,59.99,Success
4925,753,2026-05-24,59.99,Success
4926,753,2026-06-23,59.99,Success
4927,754,2025-03-20,24.99,Success
4928,754,2025-04-19,24.99,Success
4929,754,2025-05-19,24.99,Success
4930,754,2025-06-18,24.99,Success
4931,754,2025-07-18,24.99,Success
4932,754,2025-08-17,24.99,Success
4933,754,2025-09-16,24.99,Success
4934,754,2025-10-16,24.99,Success
4935,754,2025-11-15,24.99,Success
4936,754,2025-12-15,24.99,Success
4937,754,2026-01-14,24.99,Success
4938,754,2026-02-13,24.99,Success
4939,754,2026-03-15,24.99,Success
4940,754,2026-04-14,24.99,Success
4941,754,2026-05-14,24.99,Success
4942,754,2026-06-13,24.99,Success
4943,755,2026-03-31,59.99,Success
4944,755,2026-04-30,59.99,Success
4945,755,2026-05-30,59.99,Success
4946,755,2026-06-29,59.99,Success
4947,756,2026-02-22,24.99,Success
4948,756,2026-03-24,24.99,Success
4949,756,2026-04-23,0.0,Failed
4950,756,2026-05-23,0.0,Failed
4951,756,2026-06-22,24.99,Success
4952,757,2025-09-01,9.99,Success
4953,757,2025-10-01,9.99,Success
4954,757,2025-10-31,9.99,Success
4955,757,2025-11-30,9.99,Success
4956,757,2025-12-30,9.99,Success
4957,757,2026-01-29,0.0,Failed
4958,757,2026-02-28,0.0,Failed
4959,757,2026-03-30,9.99,Success
4960,757,2026-04-29,9.99,Success
4961,757,2026-05-29,0.0,Refunded
4962,757,2026-06-28,9.99,Success
4963,758,2025-08-10,0.0,Refunded
4964,758,2025-09-09,9.99,Success
4965,758,2025-10-09,9.99,Success
4966,758,2025-11-08,9.99,Success
4967,758,2025-12-08,9.99,Success
4968,758,2026-01-07,9.99,Success
4969,758,2026-02-06,9.99,Success
4970,758,2026-03-08,9.99,Success
4971,758,2026-04-07,9.99,Success
4972,758,2026-05-07,9.99,Success
4973,758,2026-06-06,0.0,Failed
4974,759,2026-05-26,24.99,Success
4975,759,2026-06-25,24.99,Success
4976,760,2026-03-28,9.99,Success
4977,760,2026-04-27,9.99,Success
4978,760,2026-05-27,9.99,Success
4979,760,2026-06-26,9.99,Success
4980,761,2025-09-04,9.99,Success
4981,761,2025-10-04,9.99,Success
4982,761,2025-11-03,9.99,Success
4983,761,2025-12-03,9.99,Success
4984,761,2026-01-02,0.0,Failed
4985,761,2026-02-01,9.99,Success
4986,761,2026-03-03,9.99,Success
4987,761,2026-04-02,9.99,Success
4988,761,2026-05-02,9.99,Success
4989,761,2026-06-01,9.99,Success
4990,762,2025-02-16,9.99,Success
4991,762,2025-03-18,9.99,Success
4992,762,2025-04-17,9.99,Success
4993,762,2025-05-17,9.99,Success
4994,762,2025-06-16,9.99,Success
4995,762,2025-07-16,9.99,Success
4996,762,2025-08-15,9.99,Success
4997,762,2025-09-14,9.99,Success
4998,762,2025-10-14,9.99,Success
4999,762,2025-11-13,9.99,Success
5000,762,2025-12-13,9.99,Success
5001,762,2026-01-12,9.99,Success
5002,762,2026-02-11,9.99,Success
5003,762,2026-03-13,9.99,Success
5004,762,2026-04-12,9.99,Success
5005,762,2026-05-12,9.99,Success
5006,762,2026-06-11,9.99,Success
5007,763,2025-10-04,9.99,Success
5008,763,2025-11-03,9.99,Success
5009,763,2025-12-03,9.99,Success
5010,763,2026-01-02,9.99,Success
5011,763,2026-02-01,9.99,Success
5012,763,2026-03-03,9.99,Success
5013,763,2026-04-02,9.99,Success
5014,763,2026-05-02,9.99,Success
5015,763,2026-06-01,9.99,Success
5016,764,2025-03-16,59.99,Success
5017,764,2025-04-15,59.99,Success
5018,764,2025-05-15,59.99,Success
5019,764,2025-06-14,59.99,Success
5020,764,2025-07-14,59.99,Success
5021,764,2025-08-13,59.99,Success
5022,764,2025-09-12,59.99,Success
5023,764,2025-10-12,59.99,Success
5024,764,2025-11-11,59.99,Success
5025,764,2025-12-11,59.99,Success
5026,764,2026-01-10,59.99,Success
5027,764,2026-02-09,59.99,Success
5028,764,2026-03-11,59.99,Success
5029,764,2026-04-10,59.99,Success
5030,764,2026-05-10,59.99,Success
5031,764,2026-06-09,59.99,Success
5032,765,2025-07-19,24.99,Success
5033,765,2025-08-18,24.99,Success
5034,765,2025-09-17,24.99,Success
5035,765,2025-10-17,24.99,Success
5036,765,2025-11-16,24.99,Success
5037,766,2025-11-10,9.99,Success
5038,766,2025-12-10,9.99,Success
5039,766,2026-01-09,9.99,Success
5040,766,2026-02-08,9.99,Success
5041,766,2026-03-10,9.99,Success
5042,766,2026-04-09,0.0,Refunded
5043,766,2026-05-09,9.99,Success
5044,766,2026-06-08,9.99,Success
5045,767,2026-04-09,9.99,Success
5046,767,2026-05-09,9.99,Success
5047,767,2026-06-08,0.0,Failed
5048,768,2026-03-26,24.99,Success
5049,768,2026-04-25,24.99,Success
5050,768,2026-05-25,24.99,Success
5051,768,2026-06-24,24.99,Success
5052,769,2026-05-04,9.99,Success
5053,769,2026-06-03,9.99,Success
5054,770,2025-07-26,0.0,Failed
5055,770,2025-08-25,9.99,Success
5056,770,2025-09-24,9.99,Success
5057,770,2025-10-24,9.99,Success
5058,770,2025-11-23,9.99,Success
5059,770,2025-12-23,9.99,Success
5060,770,2026-01-22,9.99,Success
5061,770,2026-02-21,9.99,Success
5062,770,2026-03-23,9.99,Success
5063,770,2026-04-22,9.99,Success
5064,770,2026-05-22,9.99,Success
5065,770,2026-06-21,9.99,Success
5066,771,2026-03-02,9.99,Success
5067,771,2026-04-01,9.99,Success
5068,771,2026-05-01,9.99,Success
5069,771,2026-05-31,9.99,Success
5070,771,2026-06-30,9.99,Success
5071,772,2026-06-19,24.99,Success
5072,773,2026-04-21,24.99,Success
5073,773,2026-05-21,24.99,Success
5074,773,2026-06-20,24.99,Success
5075,774,2025-08-17,0.0,Refunded
5076,774,2025-09-16,24.99,Success
5077,774,2025-10-16,24.99,Success
5078,774,2025-11-15,24.99,Success
5079,774,2025-12-15,24.99,Success
5080,774,2026-01-14,24.99,Success
5081,774,2026-02-13,24.99,Success
5082,774,2026-03-15,24.99,Success
5083,774,2026-04-14,24.99,Success
5084,774,2026-05-14,24.99,Success
5085,774,2026-06-13,24.99,Success
5086,775,2026-03-18,59.99,Success
5087,775,2026-04-17,59.99,Success
5088,775,2026-05-17,59.99,Success
5089,775,2026-06-16,59.99,Success
5090,776,2025-06-27,59.99,Success
5091,776,2025-07-27,0.0,Refunded
5092,776,2025-08-26,59.99,Success
5093,776,2025-09-25,59.99,Success
5094,776,2025-10-25,59.99,Success
5095,776,2025-11-24,59.99,Success
5096,776,2025-12-24,59.99,Success
5097,776,2026-01-23,59.99,Success
5098,776,2026-02-22,59.99,Success
5099,776,2026-03-24,0.0,Failed
5100,776,2026-04-23,59.99,Success
5101,776,2026-05-23,59.99,Success
5102,776,2026-06-22,59.99,Success
5103,777,2026-01-09,24.99,Success
