subscription_id,user_id,tool_id,plan,monthly_price,start_date,end_date,status
1261,2740,22,Basic,9.99,2025-12-05,,Active
1262,2742,7,Pro,24.99,2025-12-27,,Active
1263,2743,20,Pro,24.99,2026-04-03,,Active
1264,2744,2,Basic,9.99,2026-05-03,,Active
1265,2746,10,Basic,9.99,2025-09-24,,Active
1266,2746,23,Pro,24.99,2026-01-05,,Active
1267,2752,25,Basic,9.99,2026-02-28,,Active
1268,2752,24,Basic,9.99,2026-03-09,,Active
1269,2755,4,Pro,24.99,2026-01-29,2026-05-13,Cancelled
1270,2755,18,Basic,9.99,2026-02-17,,Active
1271,2756,12,Pro,24.99,2026-02-23,,Active
1272,2759,24,Team,59.99,2025-10-05,,Active
1273,2759,25,Team,59.99,2025-06-13,2025-10-13,Cancelled
1274,2761,29,Basic,9.99,2026-03-09,2026-05-13,Cancelled
1275,2766,6,Pro,24.99,2025-07-06,2025-11-10,Cancelled
1276,2767,26,Basic,9.99,2025-12-01,,Active
1277,2770,25,Basic,9.99,2025-05-24,2025-08-23,Cancelled
1278,2771,9,Team,59.99,2026-02-03,,Active
1279,2779,24,Team,59.99,2025-06-12,,Active
1280,2779,11,Pro,24.99,2025-10-10,,Active
1281,2782,29,Basic,9.99,2025-08-31,,Active
1282,2782,30,Basic,9.99,2025-11-09,,Active
1283,2787,11,Pro,24.99,2026-02-21,,Active
1284,2788,18,Basic,9.99,2026-03-12,,Active
1285,2794,15,Basic,9.99,2025-08-15,,Active
1286,2798,30,Basic,9.99,2025-11-04,,Active
1287,2798,11,Basic,9.99,2026-03-15,,Active
1288,2801,29,Basic,9.99,2026-06-09,,Active
1289,2801,29,Team,59.99,2026-06-19,,Active
1290,2804,10,Basic,9.99,2026-01-16,2026-02-23,Cancelled
1291,2804,5,Basic,9.99,2025-12-22,,Active
1292,2810,6,Basic,9.99,2025-02-23,,Active
1293,2810,11,Pro,24.99,2025-10-09,,Active
1294,2811,16,Pro,24.99,2026-02-01,,Active
1295,2817,25,Pro,24.99,2025-11-01,,Active
1296,2821,22,Pro,24.99,2025-09-13,,Active
1297,2822,23,Basic,9.99,2026-04-25,,Active
1298,2823,23,Basic,9.99,2026-01-24,,Active
1299,2825,7,Pro,24.99,2025-12-02,,Active
1300,2825,20,Pro,24.99,2025-08-17,,Active
1301,2827,22,Pro,24.99,2026-03-20,,Active
1302,2829,7,Basic,9.99,2026-03-29,,Active
1303,2830,20,Team,59.99,2026-02-15,,Active
1304,2834,2,Pro,24.99,2026-05-17,,Active
1305,2835,29,Basic,9.99,2026-04-05,,Active
1306,2837,10,Basic,9.99,2026-01-06,,Active
1307,2839,20,Pro,24.99,2026-05-08,,Active
1308,2841,21,Enterprise,149.99,2026-01-27,2026-03-28,Cancelled
1309,2843,25,Pro,24.99,2025-12-10,2026-03-24,Cancelled
1310,2844,10,Basic,9.99,2026-02-26,,Active
1311,2845,24,Basic,9.99,2025-02-06,,Active
1312,2845,10,Team,59.99,2025-10-27,,Active
1313,2847,9,Team,59.99,2025-11-22,,Active
1314,2847,9,Basic,9.99,2025-07-29,,Active
1315,2848,21,Pro,24.99,2026-04-09,,Active
1316,2849,16,Basic,9.99,2026-04-12,,Active
1317,2850,25,Basic,9.99,2025-06-20,,Active
1318,2854,11,Pro,24.99,2026-05-13,,Active
1319,2856,23,Team,59.99,2026-04-05,,Active
1320,2856,28,Basic,9.99,2026-03-01,,Active
1321,2859,8,Basic,9.99,2026-03-11,,Active
1322,2862,10,Basic,9.99,2025-09-19,,Active
1323,2865,23,Pro,24.99,2025-12-21,,Active
1324,2865,23,Team,59.99,2025-12-06,,Active
1325,2866,13,Pro,24.99,2026-01-18,,Active
1326,2869,5,Pro,24.99,2025-07-09,2025-08-25,Cancelled
1327,2869,7,Pro,24.99,2025-12-15,,Active
1328,2870,10,Basic,9.99,2026-03-30,,Active
1329,2871,20,Basic,9.99,2026-02-25,,Active
1330,2871,5,Basic,9.99,2026-03-12,,Active
1331,2877,9,Basic,9.99,2025-03-22,,Active
1332,2878,3,Basic,9.99,2025-08-28,,Active
1333,2882,17,Pro,24.99,2025-11-01,,Active
1334,2883,1,Pro,24.99,2026-02-17,,Active
1335,2885,28,Team,59.99,2026-06-19,,Active
1336,2887,9,Basic,9.99,2025-10-26,,Active
1337,2888,5,Basic,9.99,2026-06-13,,Active
1338,2889,11,Basic,9.99,2026-03-29,,Active
1339,2891,23,Pro,24.99,2026-02-25,2026-05-18,Cancelled
1340,2893,11,Pro,24.99,2026-04-17,,Active
1341,2893,9,Basic,9.99,2025-11-22,,Active
1342,2894,4,Pro,24.99,2026-01-21,,Active
1343,2894,1,Basic,9.99,2026-04-29,,Active
1344,2895,8,Pro,24.99,2025-09-27,,Active
1345,2900,12,Basic,9.99,2025-11-04,,Active
1346,2905,25,Basic,9.99,2025-05-05,,Active
1347,2907,16,Team,59.99,2025-12-24,,Active
1348,2914,6,Basic,9.99,2026-02-27,,Active
1349,2919,7,Basic,9.99,2026-01-25,,Active
1350,2922,18,Basic,9.99,2026-01-30,,Active
1351,2925,25,Pro,24.99,2026-01-27,,Active
1352,2926,30,Basic,9.99,2026-05-15,,Active
1353,2926,29,Pro,24.99,2026-03-11,,Active
1354,2933,15,Basic,9.99,2025-12-16,,Active
1355,2934,11,Basic,9.99,2025-05-26,,Active
1356,2935,30,Team,59.99,2026-06-25,,Active
1357,2935,8,Basic,9.99,2026-03-25,,Active
1358,2936,24,Basic,9.99,2025-05-14,,Active
1359,2938,23,Pro,24.99,2025-11-09,2025-12-23,Cancelled
1360,2943,11,Team,59.99,2026-04-04,,Active
1361,2944,24,Basic,9.99,2026-03-20,,Active
1362,2949,6,Basic,9.99,2026-02-20,,Active
1363,2949,9,Basic,9.99,2026-01-18,2026-04-09,Cancelled
1364,2960,24,Team,59.99,2025-12-14,,Active
1365,2973,9,Team,59.99,2025-03-02,,Active
1366,2976,17,Basic,9.99,2026-04-17,,Active
1367,2981,22,Pro,24.99,2026-01-06,2026-04-03,Cancelled
1368,2982,19,Pro,24.99,2026-05-31,,Active
1369,2985,27,Basic,9.99,2025-09-30,,Active
1370,2996,24,Basic,9.99,2026-01-05,,Active
1371,2999,12,Pro,24.99,2025-12-23,,Active
1372,3001,14,Basic,9.99,2025-12-04,,Active
1373,3002,16,Basic,9.99,2026-03-24,,Active
1374,3003,5,Pro,24.99,2025-08-28,,Active
1375,3005,4,Pro,24.99,2026-01-09,,Active
1376,3006,2,Pro,24.99,2025-06-21,,Active
1377,3006,24,Basic,9.99,2025-08-06,2025-10-01,Cancelled
1378,3010,30,Pro,24.99,2026-01-31,,Active
1379,3014,10,Basic,9.99,2026-02-21,,Active
1380,3014,1,Basic,9.99,2026-03-11,,Active
1381,3015,23,Pro,24.99,2026-03-14,,Active
1382,3020,2,Enterprise,149.99,2026-06-25,,Active
1383,3021,20,Pro,24.99,2025-12-14,,Active
1384,3024,26,Basic,9.99,2026-03-29,,Active
1385,3028,25,Team,59.99,2025-10-28,,Active
1386,3031,18,Basic,9.99,2026-03-21,,Active
1387,3031,20,Basic,9.99,2026-02-07,,Active
1388,3032,14,Team,59.99,2026-04-20,2026-06-16,Cancelled
1389,3032,5,Pro,24.99,2026-02-10,,Active
1390,3036,19,Team,59.99,2026-05-31,,Active
1391,3036,11,Enterprise,149.99,2025-10-13,2026-03-10,Cancelled
1392,3037,11,Enterprise,149.99,2025-05-18,,Active
1393,3040,30,Pro,24.99,2026-03-03,,Active
1394,3040,7,Basic,9.99,2025-12-29,,Active
1395,3041,10,Basic,9.99,2025-10-01,,Active
1396,3041,10,Basic,9.99,2025-11-10,,Active
1397,3043,17,Basic,9.99,2026-05-15,,Active
1398,3043,26,Pro,24.99,2026-03-02,,Active
1399,3044,19,Pro,24.99,2026-03-18,,Active
1400,3052,10,Basic,9.99,2025-05-10,,Active
1401,3054,21,Pro,24.99,2026-03-25,,Active
1402,3055,10,Basic,9.99,2026-05-08,,Active
1403,3055,11,Team,59.99,2026-03-14,,Active
1404,3056,20,Pro,24.99,2025-09-03,,Active
1405,3059,20,Pro,24.99,2025-09-24,,Active
1406,3060,28,Pro,24.99,2025-03-29,,Active
1407,3061,5,Basic,9.99,2026-05-22,,Active
1408,3062,18,Team,59.99,2026-04-01,,Active
1409,3062,6,Pro,24.99,2026-06-16,,Active
1410,3063,1,Team,59.99,2026-03-27,,Active
1411,3064,9,Basic,9.99,2025-06-24,,Active
1412,3065,24,Pro,24.99,2025-11-15,2026-03-17,Cancelled
1413,3067,26,Pro,24.99,2025-12-09,,Active
1414,3067,8,Pro,24.99,2026-06-06,,Active
1415,3068,16,Basic,9.99,2026-04-24,,Active
1416,3069,20,Team,59.99,2025-04-03,,Active
1417,3070,5,Team,59.99,2026-05-23,,Active
1418,3072,1,Pro,24.99,2026-02-25,,Active
1419,3073,11,Pro,24.99,2025-11-07,,Active
1420,3074,23,Basic,9.99,2026-06-21,,Active
1421,3074,4,Basic,9.99,2026-05-10,2026-06-10,Cancelled
1422,3076,7,Team,59.99,2026-04-03,,Active
1423,3076,5,Team,59.99,2026-05-20,,Active
1424,3077,20,Team,59.99,2025-10-31,,Active
1425,3077,25,Basic,9.99,2025-04-22,2025-08-11,Cancelled
1426,3078,23,Team,59.99,2026-02-22,,Active
1427,3079,2,Basic,9.99,2025-08-06,2025-12-24,Cancelled
1428,3079,4,Enterprise,149.99,2025-09-25,,Active
1429,3085,20,Team,59.99,2026-02-23,,Active
1430,3086,3,Basic,9.99,2026-01-12,,Active
1431,3091,28,Basic,9.99,2025-05-09,,Active
1432,3092,23,Pro,24.99,2026-03-29,,Active
1433,3096,27,Team,59.99,2026-01-06,,Active
1434,3101,23,Pro,24.99,2025-07-04,2025-11-29,Cancelled
1435,3103,9,Pro,24.99,2025-08-12,,Active
1436,3105,23,Pro,24.99,2026-04-13,,Active
1437,3108,11,Pro,24.99,2025-05-22,,Active
1438,3108,16,Pro,24.99,2025-09-23,2026-02-15,Cancelled
1439,3109,5,Basic,9.99,2026-01-21,,Active
1440,3114,28,Basic,9.99,2026-06-05,,Active
1441,3116,21,Pro,24.99,2025-10-22,,Active
1442,3116,9,Basic,9.99,2025-07-14,,Active
1443,3119,6,Basic,9.99,2026-06-05,,Active
1444,3123,10,Basic,9.99,2026-02-12,,Active
1445,3126,22,Pro,24.99,2025-02-04,,Active
1446,3132,3,Team,59.99,2025-04-06,2025-06-14,Cancelled
1447,3133,2,Enterprise,149.99,2025-12-26,,Active
1448,3136,10,Basic,9.99,2025-08-20,,Active
1449,3136,10,Basic,9.99,2026-05-16,,Active
1450,3142,29,Basic,9.99,2025-11-30,,Active
1451,3149,4,Pro,24.99,2026-01-28,,Active
1452,3149,20,Basic,9.99,2026-05-24,,Active
1453,3156,27,Pro,24.99,2026-02-28,,Active
1454,3157,25,Team,59.99,2026-02-26,2026-03-30,Cancelled
1455,3159,8,Pro,24.99,2026-04-01,,Active
1456,3167,19,Pro,24.99,2026-02-15,,Active
1457,3167,11,Enterprise,149.99,2025-09-25,,Active
1458,3170,9,Basic,9.99,2025-07-11,,Active
1459,3171,14,Basic,9.99,2025-06-27,2025-10-08,Cancelled
1460,3175,9,Pro,24.99,2025-10-16,,Active
1461,3178,15,Team,59.99,2025-09-13,,Active
1462,3180,22,Basic,9.99,2025-04-27,2025-08-24,Cancelled
1463,3181,22,Basic,9.99,2025-09-03,,Active
1464,3182,23,Pro,24.99,2026-04-11,,Active
1465,3183,2,Pro,24.99,2025-01-19,,Active
1466,3184,11,Basic,9.99,2025-09-23,,Active
1467,3185,16,Basic,9.99,2026-01-10,,Active
1468,3185,13,Basic,9.99,2025-07-24,,Active
1469,3189,24,Team,59.99,2026-04-28,,Active
1470,3190,12,Basic,9.99,2026-02-28,,Active
1471,3190,14,Basic,9.99,2025-12-04,,Active
1472,3194,19,Pro,24.99,2025-12-21,,Active
1473,3197,23,Pro,24.99,2025-11-24,,Active
1474,3198,18,Pro,24.99,2026-04-11,,Active
1475,3199,24,Pro,24.99,2026-02-28,,Active
1476,3202,14,Pro,24.99,2025-08-22,,Active
1477,3208,24,Basic,9.99,2026-01-01,,Active
1478,3211,22,Pro,24.99,2026-03-01,,Active
1479,3211,9,Pro,24.99,2026-03-06,,Active
1480,3214,17,Basic,9.99,2026-02-14,,Active
1481,3219,26,Pro,24.99,2025-07-20,,Active
1482,3219,5,Enterprise,149.99,2025-08-28,,Active
1483,3220,15,Pro,24.99,2026-06-25,,Active
1484,3221,18,Basic,9.99,2025-09-28,,Active
1485,3222,19,Pro,24.99,2025-10-30,,Active
1486,3223,18,Basic,9.99,2025-06-18,,Active
1487,3223,5,Team,59.99,2025-10-24,,Active
1488,3224,11,Pro,24.99,2026-05-07,,Active
1489,3224,9,Basic,9.99,2026-04-25,,Active
1490,3226,9,Pro,24.99,2025-07-30,,Active
1491,3229,25,Team,59.99,2025-08-12,,Active
1492,3231,8,Enterprise,149.99,2025-10-30,,Active
1493,3232,25,Basic,9.99,2025-09-13,,Active
1494,3234,24,Basic,9.99,2026-02-10,2026-03-17,Cancelled
1495,3242,2,Pro,24.99,2025-12-09,,Active
1496,3242,18,Basic,9.99,2026-06-01,,Active
1497,3255,23,Basic,9.99,2026-05-20,,Active
1498,3256,16,Team,59.99,2025-12-14,,Active
1499,3258,2,Basic,9.99,2026-01-14,,Active
1500,3259,21,Basic,9.99,2026-06-14,,Active
1501,3260,25,Pro,24.99,2026-06-25,,Active
1502,3267,11,Pro,24.99,2026-02-28,,Active
1503,3271,19,Pro,24.99,2025-11-17,,Active
1504,3272,22,Basic,9.99,2026-03-30,,Active
1505,3273,25,Basic,9.99,2025-08-05,,Active
1506,3273,10,Basic,9.99,2025-10-28,,Active
1507,3277,26,Pro,24.99,2026-05-21,,Active
1508,3278,19,Basic,9.99,2025-06-10,,Active
1509,3281,30,Pro,24.99,2026-06-24,,Active
1510,3285,28,Pro,24.99,2025-08-22,,Active
1511,3286,2,Pro,24.99,2025-12-23,,Active
1512,3290,19,Pro,24.99,2026-02-09,,Active
1513,3291,6,Pro,24.99,2026-06-17,,Active
1514,3291,13,Team,59.99,2026-03-24,,Active
1515,3292,26,Basic,9.99,2026-05-15,,Active
1516,3293,10,Basic,9.99,2025-10-14,,Active
1517,3293,4,Pro,24.99,2026-01-22,,Active
1518,3298,11,Basic,9.99,2026-05-21,,Active
1519,3304,11,Pro,24.99,2026-02-18,,Active
1520,3305,27,Pro,24.99,2026-01-12,,Active
1521,3307,13,Pro,24.99,2025-10-26,2026-02-07,Cancelled
1522,3307,9,Basic,9.99,2025-08-26,,Active
1523,3308,27,Team,59.99,2026-05-03,,Active
1524,3318,24,Team,59.99,2025-10-24,,Active
1525,3318,23,Basic,9.99,2026-01-18,,Active
1526,3321,9,Basic,9.99,2025-04-03,,Active
1527,3322,6,Pro,24.99,2025-02-06,,Active
1528,3323,8,Basic,9.99,2025-11-03,,Active
1529,3323,18,Basic,9.99,2025-11-01,,Active
1530,3324,2,Pro,24.99,2025-03-29,,Active
1531,3325,1,Pro,24.99,2026-04-20,,Active
1532,3330,2,Basic,9.99,2025-09-12,,Active
1533,3331,21,Pro,24.99,2026-01-03,2026-03-06,Cancelled
1534,3334,22,Enterprise,149.99,2025-11-20,,Active
1535,3334,25,Basic,9.99,2025-07-31,,Active
1536,3335,26,Pro,24.99,2026-04-26,,Active
1537,3335,12,Pro,24.99,2025-10-11,,Active
1538,3340,4,Team,59.99,2026-03-26,,Active
1539,3344,4,Basic,9.99,2026-03-14,,Active
1540,3344,4,Pro,24.99,2026-05-08,,Active
1541,3345,9,Enterprise,149.99,2026-03-23,,Active
1542,3345,9,Basic,9.99,2026-04-19,,Active
1543,3351,25,Basic,9.99,2026-03-20,,Active
1544,3352,22,Team,59.99,2026-01-23,,Active
1545,3353,25,Pro,24.99,2026-03-28,,Active
1546,3353,14,Basic,9.99,2025-08-14,,Active
1547,3355,3,Enterprise,149.99,2025-09-30,,Active
1548,3357,26,Basic,9.99,2026-01-02,,Active
1549,3357,21,Basic,9.99,2026-02-20,,Active
1550,3359,3,Pro,24.99,2026-03-19,,Active
1551,3362,19,Pro,24.99,2026-02-18,2026-03-20,Cancelled
1552,3362,23,Pro,24.99,2025-10-23,,Active
1553,3369,11,Basic,9.99,2026-05-23,,Active
1554,3371,21,Basic,9.99,2026-04-20,,Active
1555,3375,10,Pro,24.99,2026-05-09,,Active
1556,3376,21,Basic,9.99,2026-03-06,2026-06-26,Cancelled
1557,3376,21,Basic,9.99,2026-03-21,,Active
1558,3378,6,Basic,9.99,2025-12-05,2026-05-21,Cancelled
1559,3380,6,Pro,24.99,2025-08-23,,Active
1560,3385,2,Team,59.99,2025-10-30,2026-03-28,Cancelled
1561,3385,4,Pro,24.99,2025-05-17,,Active
1562,3386,20,Team,59.99,2025-12-19,,Active
1563,3387,23,Team,59.99,2025-06-28,,Active
1564,3390,15,Team,59.99,2026-05-05,,Active
1565,3395,3,Pro,24.99,2026-01-21,,Active
1566,3396,21,Pro,24.99,2025-11-05,,Active
1567,3397,9,Pro,24.99,2026-04-24,,Active
1568,3399,12,Basic,9.99,2025-12-14,,Active
1569,3399,9,Pro,24.99,2025-11-10,,Active
1570,3400,20,Pro,24.99,2025-05-08,,Active
1571,3402,19,Team,59.99,2025-06-24,,Active
1572,3407,20,Pro,24.99,2026-01-30,,Active
1573,3410,18,Basic,9.99,2026-02-03,,Active
1574,3411,6,Team,59.99,2025-10-05,,Active
1575,3412,7,Team,59.99,2026-02-27,,Active
1576,3413,6,Enterprise,149.99,2025-09-04,,Active
1577,3416,22,Team,59.99,2026-05-14,,Active
1578,3416,19,Basic,9.99,2026-06-03,,Active
1579,3419,4,Basic,9.99,2026-06-14,,Active
1580,3423,23,Enterprise,149.99,2026-03-19,2026-04-27,Cancelled
1581,3424,15,Basic,9.99,2026-04-22,,Active
1582,3424,21,Team,59.99,2025-10-08,,Active
1583,3428,21,Basic,9.99,2026-05-13,,Active
1584,3428,10,Basic,9.99,2026-02-24,,Active
1585,3429,18,Pro,24.99,2025-12-28,,Active
1586,3430,9,Pro,24.99,2025-09-28,,Active
1587,3432,14,Pro,24.99,2025-11-22,,Active
1588,3441,19,Basic,9.99,2026-02-22,,Active
1589,3441,3,Pro,24.99,2026-04-30,,Active
1590,3442,19,Team,59.99,2025-03-26,,Active
1591,3442,1,Pro,24.99,2025-03-20,2025-07-24,Cancelled
1592,3446,18,Team,59.99,2025-07-05,,Active
1593,3448,21,Basic,9.99,2026-03-03,,Active
1594,3449,12,Team,59.99,2025-07-30,,Active
1595,3451,7,Pro,24.99,2026-01-19,,Active
1596,3456,9,Team,59.99,2025-11-24,,Active
1597,3457,5,Team,59.99,2026-01-19,,Active
1598,3460,19,Basic,9.99,2025-09-18,,Active
1599,3460,19,Pro,24.99,2025-11-25,,Active
1600,3463,23,Team,59.99,2026-05-22,,Active
1601,3467,27,Basic,9.99,2025-02-10,2025-03-30,Cancelled
1602,3469,20,Basic,9.99,2025-05-25,2025-08-06,Cancelled
1603,3471,24,Pro,24.99,2025-01-15,,Active
1604,3471,8,Pro,24.99,2025-01-27,2025-06-30,Cancelled
1605,3481,21,Pro,24.99,2026-04-30,,Active
1606,3483,8,Basic,9.99,2025-12-19,,Active
1607,3483,28,Basic,9.99,2026-05-06,,Active
1608,3484,9,Team,59.99,2026-01-18,,Active
1609,3485,19,Team,59.99,2025-09-25,2025-11-30,Cancelled
1610,3486,18,Basic,9.99,2025-12-31,,Active
1611,3486,19,Basic,9.99,2026-01-20,,Active
1612,3488,22,Basic,9.99,2026-05-06,,Active
1613,3491,20,Basic,9.99,2025-08-10,,Active
1614,3491,28,Pro,24.99,2026-01-24,,Active
1615,3493,25,Basic,9.99,2025-12-15,,Active
1616,3495,4,Team,59.99,2025-04-07,2025-09-14,Cancelled
1617,3498,18,Basic,9.99,2025-09-27,,Active
1618,3499,18,Basic,9.99,2025-08-06,,Active
1619,3501,1,Pro,24.99,2025-08-19,,Active
1620,3504,2,Basic,9.99,2026-05-26,,Active
1621,3504,11,Basic,9.99,2026-05-19,,Active
1622,3505,6,Pro,24.99,2025-08-25,,Active
1623,3509,9,Pro,24.99,2026-03-22,,Active
1624,3516,29,Basic,9.99,2026-01-26,,Active
1625,3519,6,Team,59.99,2025-09-30,,Active
1626,3520,10,Pro,24.99,2026-03-04,,Active
1627,3520,19,Basic,9.99,2026-03-16,,Active
1628,3522,20,Basic,9.99,2026-06-13,,Active
1629,3523,1,Pro,24.99,2026-04-22,,Active
1630,3528,28,Pro,24.99,2026-04-21,,Active
1631,3528,28,Basic,9.99,2026-04-27,,Active
1632,3530,5,Pro,24.99,2025-12-25,2026-01-24,Cancelled
1633,3530,6,Pro,24.99,2025-07-20,,Active
1634,3531,6,Basic,9.99,2026-03-20,,Active
1635,3532,8,Pro,24.99,2025-11-04,,Active
1636,3532,9,Pro,24.99,2025-08-12,,Active
1637,3534,24,Basic,9.99,2025-06-12,2025-08-30,Cancelled
1638,3538,18,Basic,9.99,2025-11-11,,Active
1639,3541,19,Pro,24.99,2025-07-14,,Active
1640,3541,20,Team,59.99,2025-06-30,2025-08-13,Cancelled
1641,3548,8,Basic,9.99,2026-04-05,,Active
1642,3548,22,Basic,9.99,2026-02-04,,Active
1643,3549,1,Team,59.99,2026-02-26,,Active
1644,3551,20,Basic,9.99,2025-08-10,,Active
1645,3551,21,Team,59.99,2025-05-13,,Active
1646,3557,20,Team,59.99,2025-11-28,,Active
1647,3557,4,Basic,9.99,2025-06-22,,Active
1648,3561,29,Basic,9.99,2025-11-04,,Active
1649,3563,25,Basic,9.99,2026-06-11,,Active
1650,3563,23,Pro,24.99,2026-02-24,,Active
1651,3565,2,Enterprise,149.99,2026-06-20,,Active
1652,3570,14,Team,59.99,2025-03-29,,Active
1653,3571,10,Basic,9.99,2025-04-14,,Active
1654,3575,8,Enterprise,149.99,2026-05-08,,Active
1655,3580,19,Basic,9.99,2025-09-02,2025-12-23,Cancelled
1656,3581,24,Team,59.99,2025-11-11,,Active
1657,3583,6,Pro,24.99,2026-01-03,,Active
1658,3586,4,Basic,9.99,2025-11-30,,Active
1659,3586,9,Pro,24.99,2025-09-28,,Active
1660,3589,7,Basic,9.99,2026-05-09,,Active
1661,3591,5,Team,59.99,2026-06-15,,Active
1662,3602,7,Enterprise,149.99,2026-05-01,,Active
1663,3603,21,Pro,24.99,2026-02-21,,Active
1664,3604,15,Basic,9.99,2026-06-25,,Active
1665,3605,11,Basic,9.99,2026-01-01,,Active
1666,3611,20,Basic,9.99,2026-04-01,,Active
1667,3615,6,Basic,9.99,2025-12-22,,Active
1668,3615,18,Basic,9.99,2026-02-04,,Active
1669,3616,15,Team,59.99,2025-10-10,,Active
1670,3616,7,Team,59.99,2026-03-27,,Active
1671,3617,19,Team,59.99,2025-08-21,2026-01-15,Cancelled
1672,3618,7,Basic,9.99,2026-04-29,,Active
1673,3622,8,Team,59.99,2025-03-03,,Active
1674,3632,17,Basic,9.99,2025-06-25,,Active
1675,3632,27,Pro,24.99,2025-02-20,,Active
1676,3634,13,Basic,9.99,2026-06-09,,Active
1677,3636,16,Basic,9.99,2026-05-01,,Active
1678,3644,9,Team,59.99,2026-03-23,,Active
1679,3645,24,Team,59.99,2026-03-25,,Active
1680,3653,10,Pro,24.99,2026-02-16,,Active
1681,3653,22,Enterprise,149.99,2026-06-27,,Active
1682,3654,25,Basic,9.99,2025-08-07,,Active
1683,3660,4,Team,59.99,2025-08-16,2025-10-27,Cancelled
1684,3663,2,Basic,9.99,2025-03-08,,Active
1685,3664,27,Team,59.99,2026-03-21,,Active
1686,3665,27,Basic,9.99,2026-05-12,,Active
1687,3665,23,Basic,9.99,2026-06-18,,Active
1688,3666,15,Pro,24.99,2026-02-20,,Active
1689,3667,26,Pro,24.99,2026-01-30,2026-06-28,Cancelled
1690,3667,26,Pro,24.99,2026-04-13,,Active
1691,3668,9,Pro,24.99,2025-12-25,,Active
1692,3669,29,Basic,9.99,2025-12-22,,Active
1693,3670,6,Team,59.99,2026-05-21,,Active
1694,3670,6,Pro,24.99,2026-06-26,,Active
1695,3673,30,Pro,24.99,2026-04-03,,Active
1696,3680,10,Basic,9.99,2025-11-15,,Active
1697,3681,10,Team,59.99,2026-06-19,,Active
1698,3686,15,Basic,9.99,2026-03-07,,Active
1699,3690,16,Pro,24.99,2025-10-22,,Active
1700,3694,21,Basic,9.99,2025-12-03,2026-02-10,Cancelled
1701,3697,26,Basic,9.99,2025-09-14,,Active
1702,3698,24,Basic,9.99,2026-03-05,,Active
1703,3700,6,Pro,24.99,2026-04-17,,Active
1704,3700,24,Enterprise,149.99,2025-11-25,,Active
1705,3701,21,Basic,9.99,2026-03-25,,Active
1706,3701,21,Pro,24.99,2026-04-24,,Active
1707,3702,25,Basic,9.99,2026-03-19,,Active
1708,3703,28,Team,59.99,2025-12-30,,Active
1709,3704,10,Pro,24.99,2026-04-26,,Active
1710,3705,7,Pro,24.99,2026-03-08,,Active
1711,3707,21,Basic,9.99,2025-08-16,,Active
1712,3707,24,Basic,9.99,2025-10-06,,Active
1713,3711,2,Basic,9.99,2025-08-04,,Active
1714,3714,9,Pro,24.99,2025-12-18,,Active
1715,3714,11,Pro,24.99,2025-08-26,,Active
1716,3715,5,Pro,24.99,2025-05-18,,Active
1717,3715,23,Basic,9.99,2025-12-25,2026-02-15,Cancelled
1718,3718,13,Basic,9.99,2026-01-17,,Active
1719,3723,3,Pro,24.99,2025-09-15,2026-03-07,Cancelled
1720,3723,20,Basic,9.99,2025-12-13,,Active
1721,3724,6,Team,59.99,2026-03-04,,Active
1722,3724,19,Basic,9.99,2026-01-30,,Active
1723,3725,10,Pro,24.99,2026-06-15,,Active
1724,3726,5,Pro,24.99,2026-05-20,,Active
1725,3726,28,Enterprise,149.99,2026-02-23,,Active
1726,3727,19,Pro,24.99,2026-03-09,,Active
1727,3735,25,Pro,24.99,2025-12-02,,Active
1728,3735,10,Pro,24.99,2026-01-13,,Active
1729,3740,12,Pro,24.99,2026-05-06,,Active
1730,3741,22,Basic,9.99,2026-05-03,,Active
1731,3744,24,Basic,9.99,2025-11-02,,Active
1732,3745,17,Pro,24.99,2026-04-28,,Active
1733,3746,8,Pro,24.99,2026-04-05,,Active
1734,3746,8,Pro,24.99,2026-04-06,,Active
1735,3750,14,Basic,9.99,2025-12-12,,Active
1736,3753,23,Team,59.99,2025-10-11,,Active
1737,3753,9,Pro,24.99,2025-10-24,,Active
1738,3755,24,Pro,24.99,2026-02-24,,Active
1739,3755,10,Team,59.99,2026-06-24,,Active
1740,3756,16,Basic,9.99,2025-09-21,,Active
1741,3758,5,Pro,24.99,2026-04-19,,Active
1742,3760,21,Basic,9.99,2026-05-06,,Active
1743,3760,20,Basic,9.99,2026-04-18,,Active
1744,3761,20,Team,59.99,2026-02-22,,Active
1745,3761,1,Enterprise,149.99,2026-03-21,,Active
1746,3762,5,Pro,24.99,2025-08-15,2026-01-13,Cancelled
1747,3763,2,Enterprise,149.99,2026-01-05,,Active
1748,3767,19,Pro,24.99,2025-09-11,,Active
1749,3768,9,Pro,24.99,2026-05-29,,Active
1750,3769,4,Basic,9.99,2026-01-05,,Active
1751,3772,30,Basic,9.99,2026-04-24,,Active
1752,3774,6,Basic,9.99,2026-02-24,,Active
1753,3777,7,Pro,24.99,2026-03-28,,Active
1754,3777,4,Pro,24.99,2025-09-23,2026-02-07,Cancelled
1755,3778,28,Basic,9.99,2026-05-03,,Active
1756,3781,18,Basic,9.99,2026-01-02,,Active
1757,3781,20,Pro,24.99,2026-02-17,,Active
1758,3783,18,Basic,9.99,2025-09-24,,Active
1759,3784,24,Basic,9.99,2025-10-07,,Active
1760,3785,13,Team,59.99,2025-05-09,2025-10-25,Cancelled
1761,3786,1,Pro,24.99,2025-08-28,,Active
